x
TMCC3
ST6GALNAC3
P2RX4
LRMDA
VASH1
TRIM56
PARP4
TSPAN14
HDAC9
PRKCD
AXL
ITGB5
LINC01410
USP53
ZNF217
GASK1B
SLC9A9
IGSF6
MSN
LMO2
APAF1
POU2F2
EMB
PARP9
SALL1
IL6ST
ADAMTSL2
CMTM6
PPARD
ACSL1
HECA
RASA3
TLE3
FTL
LAP3
COLGALT1
ZNRF2
ZNF124
ZFPM2-AS1
GRK2
PRKX
B2M
HS3ST4
AC023051.1
PADI2
MAML3
DISP1
SEPTIN6
NCK1-DT
LRCH1
SCIN
AC012368.1
CLCN5
PLEK
MGAT4A
RNF125
LRRC8C
ELK3
BIN1
TNS3
PACSIN2
CD99
RNF166
APMAP
TMC6
REL
SPI1
ALPK1
AKAP13
PTPRE
GRB2
AC011933.4
MX1
MTHFD1L
FAM114A1
SEC24D
ETV6
P3H2
ADGRG1
SNX18
RNF149
MRC2
PLCB2
CPVL
LIMK2
PGM5
NRIP1
ST3GAL1
IRAK4
MIS18BP1
TEP1
GAS6
FAM102B
GAB2
SLC4A7
MERTK
DHRS3
SYT6
STEAP1B
TXNIP
MYO9B
AC008050.1
AP1B1
CAPZB
AP003086.1
CDH23
HNMT
FGD4
ARHGEF6
NAIP
TMSB4X
PLEKHO1
PRDM11
ARHGEF1
FKBP5
CLEC2D
PLSCR1
CD58
SCAMP2
SH3BP2
AKR1A1
PTPRJ
TRIM5
TBC1D14
STX7
DOCK4
NCOA3
WASF2
ABR
KBTBD12
CCND3
GNAI2
SSH1
ELF1
PLCXD3
ADPGK
FAM157C
DDX60
ZNF846
SUCLG2
CTBP2
KLHL5
UBC
HPS3
HPCAL1
CTNND1
RASSF2
STK10
VOPP1
SPTLC2
SMAP2
SFT2D2
ARHGEF40
AMPD3
AC024145.1
RAB31
NUAK1
RAP1A
WASHC4
PLAG1
ADAM9
TMEM65
DAP
CMIP
TMSB10
CTTNBP2NL
TBC1D22A
MYO15B
MOB1B
ARHGAP27
MCF2L
TIMP2
NPL
RPS19
PSMA1
RPS11
AKNA
SOAT1
MOB1A
HSPBAP1
PLD1
MANBA
WNT2B
DAGLB
PILRA
AIDA
EDA
SKIL
FRMD4A
MAN2B1
ARAP1
MIR646HG
PRKD3
AC027097.2
TBC1D9
TIGAR
PIP5K1B
ERMAP
STAT6
GBE1
RCC2
AC008957.1
OSBPL3
RB1
FCHSD2
RAC1
PTPN14
NAGK
SKI
WIPF1
GSAP
BAZ1A
STK4
CHST11
IKBKB
APPL2
JDP2
TLN1
NEK6
ABHD3
EPHB2
RNF213
PTPN2
PTPN18
PARP8
SLC43A2
TANGO2
KLF3
ATG16L2
NEAT1
EML4
PPARG
TAB2
PICALM
RPL28
ABHD15-AS1
ITM2B
TBC1D2B
CDV3
DTX2
ARHGAP26
CKLF
CHSY1
DLEU7
DRAM2
TBC1D4
RPL19
DEPTOR
ATM
HERPUD1
GCA
SSPN
FLOT1
HTRA1
FSCN1
SERPINB6
OSTF1
RPL13A
RPS6
NFATC2
RAD51B
FTH1
ZEB2
GPCPD1
STAMBPL1
NAA20
EPS8
MARCH3
AFF1
ITGA9
UBE2F
DDX21
KHDRBS3
MOB3A
MIR34AHG
NPC1
DEK
PTTG1IP
KCNQ3
C6orf62
GALNT2
PHF11
LINC01189
OPRM1
SNX29
MAML2
AC120193.1
SLC8B1
STK32B
LPXN
PFKFB3
ANXA4
SH3BGRL
HIF1A-AS3
RALY
TRIM27
LGMN
RPS2
SH3KBP1
ATF6
IL1RAP
LPP
FKBP15
CAB39
CDC42SE1
PRPF38B
JAK2
STK3
PCED1B
ZFAND6
JAZF1
C4orf19
MMP24OS
IL17RA
PNRC1
DNAJC13
CAMK2D
DCP2
RPL35
TBC1D1
TPK1
PLAGL1
ELMO1
NXN
NFIC
LPIN2
PGS1
DENND4B
TMPO
RRBP1
UGCG
RAB1A
SLC15A2
GNAS
STAT3
MARS
ZNF117
UBE2E1
FOXP2
USP15
CERK
GDI2
SYT17
TFEB
TLR4
TNRC18
CD302
RPL18
RPS18
OXR1
PGK1
GNA13
CBL
ARHGAP31
MARCKS
RPS9
FAM198B-AS1
EFCAB13
UBASH3B
PLEKHA2
SHLD1
BCAR3
CHD1
NIPA2
SLC11A2
CYBC1
CREBL2
MAP4K4
PELI1
CHD7
HNRNPF
ETV5
SPRED1
ARHGAP17
MTMR14
DERA
SSH2
MGAT5
GRK3
FAM49B
MLXIP
ZFHX3
NCK1
DNM2
SLC25A37
PRMT2
INPP5B
ARPC2
CBFB
IFNGR2
STK17A
SETX
ARPC3
RHOA
AC087564.1
PYGL
DOCK11
BCAT1
UBE2W
KLHL18
ANKS1A
ACTR3
SPNS2
PDE3B
OGFRL1
TGOLN2
ATP8B1
NUMB
DNAJC5
BCL2L1
MYH9
KIAA0355
GATAD2A
TBC1D16
OTULIN
ZNF100
MIOS
CFLAR
SLC38A2
CNDP2
GAK
DELE1
SCAF11
RAPGEF1
FNIP2
ANP32A
SLC1A3
RPL13
ACER3
NRP2
SNX2
ERICH1
SLC7A6
KRCC1
TUBA1B
AC010894.3
KDM7A
RCOR1
SLC38A10
SPECC1
CSGALNACT1
CRK
COMMD10
TTC7A
C9orf72
AZIN2
MPZL1
SEMA4D
DCLRE1C
KSR1
CCNL1
YWHAH
CREG1
RBM19
DIP2A
ARL5A
HIVEP3
RPL3
WDFY2
FP236383.3
GALNT10
RPS24
HNRNPH1
FNDC3B
TDRD7
EIF4A1
CEP170
ANOS1
DIP2B
VRK2
IQCG
RAB10
MAN1C1
PHYKPL
SDCCAG8
LIMS1
GSN
STAG1
RESF1
PHACTR2
SHOC1
RAP1B
MFSD1
TRA2B
P2RX7
DOCK10
RASSF4
LINC02649
INSYN2B
GRK5
TMBIM4
PABPC4
ELL2
EIF2S2
KAT6A
ATP11C
OSBPL11
ATP6V1B2
UBE2E2
RPL17
RPS8
BROX
PRIM2
OS9
CC2D2B
NFE2L2
FAM126A
HIF1A
RPS14
CORO1C
WWC2
RPS27A
SRBD1
CDYL
PHF20
PANK2
NCKAP5L
MED13L
H2AFY
UVRAG
CREB3L2
LPAR1
ANKRD13D
BTBD1
PKN2
P4HA1
PCF11
CD2AP
USF2
ARL15
LASP1
ST3GAL6
DNAJB6
RTCB
PPFIBP2
ASAH1
RPL10
GLDN
NCOR2
RPN2
ZNF652
MBNL1
DLEU2
GLUL
ACTR2
AP3B1
XRN2
KDM2A
CSNK1D
RPL11
TET2
CAP1
RPL23A
ANKRD11
CDC14A
RAB12
PAK2
SPOPL
MTMR10
MAD1L1
AC004918.1
HNRNPM
RPLP2
DCTN4
PABPC1
PPT1
SPATA5
NOL4L
CAPZA1
ARPC5
NEK7
MAP3K1
TPM3
MXD4
DDX3X
POLB
YBX1
SRSF2
RAB8B
PGGT1B
MTAP
RPS3
PIAS1
HIPK3
RPLP1
ALG13
RPL7A
NFATC3
ABHD12
CCM2
GAREM1
SNX30
PTGES3
MEF2C-AS1
PRRC2B
LCORL
RPS28
LYPLA1
EEF1A1
EPB41L2
VMP1
CNTRL
BRD2
ZMAT3
FEZ2
USP3
SOGA1
LINC00623
RTF2
TET3
MAP3K3
MORC3
CCDC50
AC008957.2
SMURF2
SLC15A4
ATP6V0E1
MYO1E
TBC1D12
ARRB1
MEF2C-AS2
ACSL4
ME2
RPL32
ENTPD1-AS1
SNX13
TSNAX
SEL1L
PAN3
EPB41L3
TCF12
PSAP
METTL7A
RTTN
TRAF3
CAST
HNRNPA3
PDSS2
ELL
ARID1A
ZNF592
FAM53B
DHTKD1
TLN2
GNAQ
DDI2
STK24
ZFAND3
UTP6
KDM1B
ATF7IP2
LARP4B
LARP7
AKAP10
CORO7
GOLPH3
QSER1
AFTPH
GOLGA4
AGO4
CARNS1
NKX6-2
LINC01792
TMEM235
LINC01608
CERCAM
CD22
AC004690.2
OPALIN
AC108721.2
MYRF
AC009063.2
FOLH1
CNDP1
SH3TC2
MOG
MAG
GREM1
MOBP
PLPP2
ANLN
ST18
PLP1
CLDN11
KLK6
ABCA8
AC008571.2
SH3TC2-DT
TRIM59
RNF220
GPR37
AC012494.1
SLCO1A2
AC090015.1
LRP2
AL359091.1
TMEM98
AC098679.5
ENPP2
CDH19
ADAMTS14
SLC5A11
TMEM144
LRRC63
CLMN
ITGA2
LURAP1L-AS1
CDK18
ADAMTS4
DBNDD2
TYMSOS
ASPA
ERMN
HPN-AS1
SVEP1
MBP
PPP1R14A
CDH1
SCD
LINC01630
LINC00877
PIEZO2
RNASE1
SYNJ2
HAPLN2
FAM107B
CNTN2
AC092958.1
LINC00844
CNP
SLC31A2
TF
PRR18
UGT8
SEPTIN4
MAL
LPAR1
AC018647.1
SEMA3B
LINC00639
AC110285.1
NINJ2
AL354809.1
PCA3
BOK
PEX5L
PLEKHH1
AC016597.1
CDC42EP1
AL078590.2
LINC00320
GALNT6
FA2H
LINC01949
DOCK5
PDE1A
HHIP
LAYN
TMEM63A
HSPA2
ABCA2
LINC01170
CREB5
EVI2A
COL4A5
PRKCQ-AS1
SLC7A14-AS1
SELENOP
LDLRAP1
TRPM6
ZNF536
PRR5L
VRK2
VWA1
CRYAB
PLAAT3
GLDN
CLDND1
C4orf48
CMTM5
ERBB3
AL591895.1
AL034405.1
SHROOM4
LAMA2
CD9
RASGRP3
AMOTL2
DAPK2
TTYH2
CAPN3
PLD1
INSYN2B
ADAMTS18
AIF1L
C10orf90
CD55
KCNH8
SEMA3C
UNC5B
MUSK
ANO4
RHOU
CA2
AFMID
POLR2F
TMTC4
PLEKHG3
CTNNA3
GNAI1
AL033523.1
ELMO1-AS1
ARHGAP23
PALM2-AKAP2
AC012178.1
C21orf91
SRCIN1
NDE1
BCAS1
CPNE2
PACRG-AS3
PLLP
LAMP2
ITM2A
LGR5
FAM124A
TMEM258
TSPAN15
COLGALT2
SLC44A1
DUSP10
SLC35D2
PIP4K2A
TMC6
PXK
SPATA22
KIF6
LINC02821
MCAM
SUN2
ZDHHC9
TMC7
QDPR
IFIT3
PHLDB1
LDB3
PRUNE2
TMEM165
RGCC
DAAM2
EFHD1
TCP11L2
TTLL7
AC096677.1
SLCO3A1
AC021054.1
PPP3CB-AS1
PRIMA1
LINC00601
GAB1
BEST1
AL133304.3
AMER2
SGK2
NEK3
RHOBTB1
MAN2A1
MARCKSL1
CNTNAP4
TFEB
CFL2
TMTC2
NDRG1
ZEB2
SHTN1
MAP6D1
SEMA4D
SH3BP4
KLHL4
DOCK10
AP000282.1
CPB2-AS1
SLAIN1
NECTIN1
FAM13C
PLS3
KLHL32
TP53TG5
FAT4
PLEKHB1
APLP1
SYNE3
CSRP1
PROX1
RTKN
RYBP
CHADL
AC016821.1
KIAA1755
MYO1E
TMEFF2
CPM
PDE8A
CBR1
TMEM123
EMC10
PSRC1
LINC00609
PDE1C
EDIL3
IPO13
PTPRK
GPRC5B
MYO1D
FAXDC2
FAM126A
ERBIN
BTBD3
DIPK1C
SEPTIN7
MIR181A1HG
GSN
GLTP
TSC22D3
EPCAM-DT
LRIG3
INSIG1
MYLIP
USP54
EFS
RFFL
DEPTOR
KCNMB4
ADIPOR2
LIPA
TPRN
FRYL
SOX10
GLIPR2
KIF13B
IQGAP1
TUBB4A
DNAJB2
HIPK2
RASSF2
NCKAP5
AC092924.2
TRIM2
PCBP4
SYT9
CXXC5
ROR1
RNF125
SEMA6A
LINC01135
CCP110
CLIC4
STMN1
ST3GAL4
ATP10B
BIN1
PIK3C2B
FAM222A
RFTN2
APOD
TMCC3
AC012459.1
PRKCQ
DNAJC6
PTGDS
P2RX7
SLC48A1
AC061958.1
OLMALINC
PHLPP1
RASAL1
TBC1D2
PMP22
SLC12A2
ZFYVE16
PADI2
AMPD3
FGFR2
TJAP1
SORT1
PCSK6
ELMO1
RETREG1
FAM114A1
TUBA1A
ATG4C
PTMA
HHATL
PPFIBP2
AATK
HIP1
PLCL1
NPC1
KLF13
ARHGAP1
ABHD17B
ADAM19
HDAC11
SHC4
CYP2J2
LIMCH1
LARP6
C1orf122
NFIX
AC078881.1
PSEN1
LINC01470
C1orf198
DIP2B
CD82
KCNK10
ENO4
MAP4K4
GAL3ST1
ARHGEF37
FGF1
GOLGA7
SNX30
PIGH
PRRG1
FAM178B
FAM222A-AS1
HID1
CPOX
DIPK2A
QKI
AC026316.5
AC098617.1
PPM1H
SPINT2
LINC01411
LPGAT1
COL9A3
TIMP2
CERS2
FAM53B
AL139383.1
SLC4A5
GATM
THBS2
TPPP
FIS1
LGI3
DYSF
KCNJ10
AGPAT4
FUT8
MTUS1
ICK
AL139294.1
TESK2
LITAF
DPYD
MAP7
S100B
ABTB2
SREBF1
PDE4B
FCHSD2
CUEDC1
COL9A2
SH3D19
GAB2
FRMD4B
TJP2
AC079352.1
TMCC2
MOSPD2
AC063944.1
PACC1
LANCL1
HEPACAM
YWHAQ
SVIP
FOXN2
SCARB2
ENDOD1
ABCG1
PLXNB1
LRRC8C-DT
HCN2
EFCAB11
FRMD5
TBCB
NFASC
C5orf64
NENF
STEAP1B
PTBP2
UNC5C
SH3GL3
FTH1
SLC25A13
MEGF10
WIPF1
ENOSF1
LMCD1-AS1
AC096564.1
SLC22A15
EVA1C
AC006059.1
AF165147.1
STXBP3
OTUD7B
ARL8A
CHST3
AC010974.2
NXPE3
STMN4
CPPED1
DOCK1
AMD1
KANK1
FNIP2
MATN2
TALDO1
DUSP16
CYP27A1
CORO1C
GXYLT2
FAM102A
STARD13-AS
AC007364.1
LINC00862
ARHGAP21
FSCN1
EPS15
CYBRD1
YPEL2
ENPP4
AP003086.1
MAGI2-AS3
VEZF1
FEZ1
TECPR2
JAM3
FADS1
PTP4A2
IFT80
C12orf76
TYRO3
TSC22D4
MKRN3
UACA
AGTPBP1
AC007566.1
CDK19
ZCCHC24
AC004158.1
AL355835.1
ZNF281
UBB
ZNF708
SLC38A2
LZTS2
DDR1
MFSD6
LINC01877
TCF12
ZNF146
CPEB1
MTMR2
CADM4
ZIC1
GPM6B
MEGF9
COBL
MAPK8IP1
PHYHIPL
PACS2
FNBP1
MTURN
DPYD-AS1
MAN2A2
SIRT2
PCDH9
HEPN1
OSBPL1A
STARD13
ZBTB16
RNH1
BACE1
EML2
LIPE
SLC6A8
IL1RAPL1
AC006460.2
DIXDC1
FIGN
APBB2
REEP3
RAB30
MAP4K5
KCNJ2
CDC14B
IRF2BP2
WHRN
CBFB
RRBP1
OMG
SPSB1
RBPJ
CREB3L2
SILC1
SOX8
ATG13
CPEB1-AS1
GATAD1
OSTF1
ENOX2
APBB1
ZDHHC20
MYO9B
STARD9
DOCK9
PPP2R2B
SLC6A15
SECISBP2L
RNF130
FMNL2
CNDP2
SH3PXD2B
ROGDI
KLF3
SIK3
ANAPC5
ASXL3
HDAC2-AS2
ZNF397
DENND5A
TMEM230
PREX1
ABHD17A
MTMR10
AOPEP
SH3GLB2
DICER1
CDH23
AC066613.2
SHB
SAMD4B
CHD7
ACSS2
PRDX1
SCD5
SEPTIN10
MAP7D1
LRRC8D
SELENOW
PIGC
HIP1R
CCDC88A
SLC24A2
DNM3
MARCH1
OLIG1
GCA
SERINC5
NDRG2
LINC02241
GTDC1
PDE6B
LTBP1
LAMP1
RCBTB1
RPL18
USP31
PSAT1
LANCL1-AS1
INF2
AL160254.1
HBS1L
HIST1H2AC
CDK5RAP2
NIPAL3
FCHO1
SOGA1
PRKAR2A
INPP1
FAM177A1
UBE2Z
FTL
TRIM62
DUBR
CPQ
PPFIBP1
AC008771.1
ACER3
AK5
TRPC4AP
NAPEPLD
MPP5
DLG1
ENAH
EVI5L
WASHC5
TCFL5
FBXO7
SPTLC2
B3GAT1
SPOCK1
BACH2
RNF13
KIAA1324L
PCDH9-AS2
ABHD6
POC1B
IGSF8
FN3K
ARHGEF2
NCAM2
MTFR1
WDFY2
NEK7
TMEM64
PWWP2A
MYO15B
JUND
BCAR1
ARAP1
GREB1L
ADSS
PICALM
CAMK2N1
H3F3B
LRRC1
C21orf62-AS1
VXN
ITCH
RALY
MITF
CLASP2
BCL2L1
FAM221A
GCSH
ARHGEF10
CCDC122
SLF2
MYO18A
FNIP1
TMEM87A
AC233296.1
RPL28
WDR20
KIF13A
AGAP1
KNOP1
CCDC200
ZNF565
ELL2
ADAMTSL3
DTD2
ATF7
SYTL2
INSR
NEO1
RTN4
CEP97
CLN8
ANXA4
RNF141
SEPTIN8
ZBED5
PCYT1B
RAD51B
NT5DC1
FDFT1
EYA4
AC106791.1
ELF1
TMEFF1
NKAIN2
MAGI2
SLC27A1
ZKSCAN1
GTF2IRD2B
ERMP1
ZNF652
DEK
NUTM2A-AS1
MFAP3L
TMEM59
LRP6
USP30
UGDH-AS1
ANKIB1
CYTH1
TPM4
TSPAN5
LCORL
ZNF608
TBC1D13
PPM1B
SESTD1
PTK2
EDA
PPA1
NLK
PPP1R21
DLEU2
POMT2
SGK1
ATP1B1
MPP2
DSCAML1
CYREN
KDM6A
NASP
ZBTB44
AC010894.3
PPP2R3A
NFE2L2
LSS
PTPN13
ITPK1
ARFGEF3
FBXL7
ZNF24
NOTCH1
PCDH9-AS4
SNX1
AL392023.2
EEF2
CNKSR3
TMEM184B
DPF3
TMED10
HSD17B4
NCOA7
CALD1
SLC38A9
AC087564.1
RFC1
MIR181A2HG
CLIP2
MVB12B
TULP4
ELF2
ARAP2
NAALADL2
SLC11A2
ANKS6
NFKBIZ
APOA1-AS
KIAA0355
ANK3
ZBTB37
TOB2
RDX
AC090517.5
GNAO1
MXI1
MAPT
PCCB
MEIS1
FAU
AC108047.1
TRMT13
SH3RF1
STK3
PPP4R2
GSTK1
TTL
TECR
RASGRF2
ST6GALNAC3
ADD1
SGCB
VPS35L
SEC14L5
ELOVL7
MIRLET7BHG
PIGU
RPS15
FBN1
GALNT15
PTS
ZNF621
GPSM2
GARNL3
RAPGEF3
ANKRD23
PTPRD
PLEKHA1
RPL10
SLC4A8
PKD2
OSBPL9
PARP4
GNAI2
AC023509.6
PTPRJ
SLC35B3
TPD52
RPSA
AP3B1
DSEL
COL16A1
SLC9A9
BDNF-AS
SLC39A11
TRAPPC10
ATP1A1-AS1
FECH
PPP2R1B
TACC1
CDH20
CD164
EIF1
SPNS2
RICTOR
AL050309.1
MYO6
ZDHHC11B
LRRFIP2
TMED7
MPDZ
LDLRAD3
CBX7
HDAC5
KSR1
TMBIM6
C9orf85
USP16
LINC00240
KRCC1
PLA2G4C
WSB1
UVRAG
USP40
NUAK1
KBTBD3
ZNF638
EMC2
ARPC5
NECTIN3
HSP90AA1
CIRBP
GLUL
GANC
SREBF2
AC004797.1
RAB40B
SPOCK3
RAP1A
AZIN2
ZBTB20
TBC1D12
AC010618.3
DENND2A
RIF1
HBP1
TTC7A
NCBP3
RPS9
TRIM13
SEMA6A-AS1
TCF4
MYH14
ZNF365
PRMT2
PAFAH1B2
CPEB2
PPP2R5A
ZNF704
NHLRC3
PNPT1
HSD17B12
C1GALT1
PPP2R3C
DNER
ZNF644
DPY19L4
USP32
AC011346.1
MTMR7
KIF2A
ARL6IP5
LINC01505
GINM1
NCOA6
TARSL2
BRCA1
SMARCA5
IWS1
ELOVL5
CECR2
DIP2C
MAT2A
ATP5ME
ZNF280D
ACSL1
TSEN15
WASHC3
ITGB8
APP
AC118549.1
EXOC6B
HSPA5
KAT2B
SPATA6
AASS
LINC01572
CORO7
ZHX2
TGOLN2
IKZF2
KDSR
HEATR5A
FERMT2
ELAVL3
SRRM1
WBP2
AL139317.5
FARP2
CLK1
POGK
ST3GAL5
CASTOR3
POLA1
TIAL1
CCDC82
NPHP3
PHACTR3
UTP20
ADORA1
EGLN3
PSME4
AC006001.2
SPATS2L
FAM13B
BBX
CLCN4
HTRA1
CLASRP
NEAT1
DNM2
ARMC1
PHACTR4
ARMC10
SPP1
NAIP
NALCN
ZBED3-AS1
ARID2
HECW2
SLC22A23
L3MBTL4
RAB30-DT
CDC42SE2
SF1
SOX2-OT
NSMCE2
STAM
NCAM1
LINC01378
GPR6
DRD2
AL590009.1
ADORA2A
UPB1
ADORA2A-AS1
OPRD1
CHRM3
PENK
CHRM3-AS2
AC012349.1
AC018953.2
AC005482.1
LINC01117
FIG4
DDO
AL353604.1
NDST3
LINC00457
SMOC2
GPR88
SPHKAP
SYT10
AL033504.1
SAMD5
AL445123.2
CRNDE
AC069133.1
LINC01289
HTR4
CCDC39
LINC02822
AL354702.2
NANOG
OTOF
PCDH11X
AC090124.1
AC015943.1
MCHR2
KITLG
PTPRM
AC114546.1
AC004551.1
AC021231.1
ART3
GUCY1A1
CALB1
AC104083.1
LINC02343
ANKRD34B
CDH6
DRD3
GPR1
MYO3A
LEXM
AC003044.1
UNC5D
TARID
AC107208.1
RASD2
C4orf54
AC092162.2
AC083902.1
LINC02082
RGS8
TTC22
AL138701.2
PRMT8
GREM2
CACNG3
AC115282.2
ZNF732
AL357052.1
KCNK2
AC022784.1
ADAMTS19-AS1
SV2C
STYK1
HTR2A
AL139379.1
SYT2
HTR2C
AC005908.3
PHEX-AS1
SCN4B
ENTPD3
LINC02299
AC008574.1
AC109466.1
AL121852.1
AL589693.1
DACT2
UNC13C
AC034268.2
KCNH7
OPRK1
IGSF3
AL020994.2
COCH
LINC01811
ADAMTS19
AC233701.1
ANKRD34C-AS1
LINC02755
AC115282.1
AC135782.1
MME
UTRN
ITPKA
AC110058.1
AC076968.2
GML
YPEL1
AC008415.1
AC004485.1
DNAH6
AC005394.1
AC074011.1
RABGAP1L
AL583827.1
CCDC3
CACNA1E
RGS14
SGPP2
AC002454.1
LINC02568
KIRREL3
AC011995.2
RBFOX3
FAM135B
GDA
LINC01250
AC016074.2
GRM1
CELF2-DT
HRH2
ASIC2
OBSCN
RYR2
CDH9
TESPA1
AL022068.1
C22orf24
LINC01122
AC068875.1
DNAI1
KCNH4
GNB5
ISLR2
CDH7
WIPF3
SMPD3
SYT7
HTR6
METTL24
MARCH11
FAM169B
INPP5A
AC005972.3
LINC01494
CDH22
PTPN5
OBSCN-AS1
EPHX4
COL26A1
PTPRR
TMEM120B
SLC6A6
LPL
CFAP57
GPRIN3
FAM83D
STRIT1
DGKB
THSD4
PRB2
ONECUT2
AC092114.1
AP001972.3
PRKCB
ANO3
CFAP47
SYN3
SLC9A7
BCL11B
ABLIM2
NHSL2
DPYSL5
GRM4
SGCZ
PRB1
HPYR1
WASF1
KCNQ5
GUCY1A2
SLIT3
ZNF385B
EPB41
MIR137HG
DCC
TUNAR
GLB1L3
LINC02351
RGS9
AL158800.1
AC128687.3
GCSIR
TUSC3
MIR3659HG
AC010280.1
GNAL
ST6GALNAC5
AL591222.1
RNF144A-AS1
C10orf67
STK26
ZNF831
TBC1D26
LINC01793
BRIP1
AC114321.1
CCDC88C
PDZD7
AL355472.2
PTPN7
NGEF
SYNDIG1L
LINC02137
AL513164.1
SEZ6
LINC02595
CELF5
MLF1
AL109613.1
ADAMTS3
GLRA3
AL008633.1
KIF17
CXXC4-AS1
LINC01331
LINC01440
CYTOR
AC112481.2
DGAT2
CA12
TMEM272
GOLT1A
KCNJ4
PASK
AC127164.1
HPCA
RGS7BP
ANKRD33B
SYT1
CDH8
KCNIP2
TESC
GPR149
AC025366.1
AL109829.1
AC027128.1
PTCHD4
AJ239322.1
JCAD
AL158077.2
CAMK4
SH3RF2
CHSY3
FAM189A1
SLC35F3
ST8SIA3
LINC01945
CAMK2B
SLC7A8
SRRM3
NPY1R
COL24A1
NYAP2
NECAB2
MYO5C
LINC02693
TRAIP
EPHB6
REN
GABRG2
CACNA2D3
NRGN
GABRA6
RAP1GAP
PNPLA5
KIAA1211L
LINC01833
RIN1
MGAT5B
DGCR9
HS3ST4
MYB
FRMPD4
